,,,,,,,,,,,,Collateral Details,Plate Number,Financier
,,,,,,,,,,,,Honda Hr-V 1.5 E At 2016,B2026TBV,Modalku
,,,,,,,,,,,,Toyota Yaris Heykers 1.5 2017,B1563EOW,BSS
,,,,,,,,,,,,Honda Brio Satya E M/T 2022,BK1536ADK,Modalku
,,,,,,,,,,,,Daihatsu New Xenia 1.3 X Mt 2014,F1139KB,Modalku
,,,,,,,,,,,,Toyota Kijang Lsx Solar 2002,H1755NP,Modalku
,,,,,,,,,,,,Toyota Innova V A/T Diesel 2013,L1185JX,Modalku
,,,,,,,,,,,,Chevrolet Spin Lt 1.3 Mt 2013,H1657FN,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Diesel 2013,B1457SYL,Modalku
,,,,,,,,,,,,Toyota Ft86 2016,DD1139UM,Modalku
,,,,,,,,,,,,Toyota Fortuner 2.4Vrzatdsl 2018,A1272EI,Modalku
,,,,,,,,,,,,Mazda Biante 2.0 At 2013,BG1346L,Modalku
,,,,,,,,,,,,Suzuki Ertiga Avi 414 F Dx (4X2) Mt 2012,B1326EGZ,Modalku
,,,,,,,,,,,,Toyota Fortuner 2.4Vrzatdsl 2020,B1013FJI,Modalku
,,,,,,,,,,,,Audi A4 1.8 At 2013,B2608KBQ,Modalku
,,,,,,,,,,,,Toyota Calya G 1.2 Mt 2024,BG1900DE,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2012,BK1582QS,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2019,A1768BK,Modalku
,,,,,,,,,,,,Nissan March 1.2L Mt 2012,H1599VO,Modalku
,,,,,,,,,,,,Toyota Vios G A/T 2005,A1294TB,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Dakar 4X2 At 2011,BM1027PE,Modalku
,,,,,,,,,,,,Daihatsu New Xenia 1.3 R Mt 2013,B1427WUN,Modalku
,,,,,,,,,,,,Daihatsu Terios Ts At Mc 2012,BP1059FJ,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G Mt 2016,BG1892KP,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G At 2019,BP1260F,Modalku
,,,,,,,,,,,,Toyota Fortuner G 4X2 Mt 2014,B1309TJH,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.0 M 2018,L1019NX,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.2 R 2021,BG1758DX,Modalku
,,,,,,,,,,,,Honda Brio E A/T 2014,N1129GA,Modalku
,,,,,,,,,,,,Toyota Rush S Vvti 1.5 A/T 2016,B1380PID,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Dakar 4X2 At 2014,B1848EJB,Modalku
,,,,,,,,,,,,Honda Freed S A/T 2011,A1307KP,Modalku
,,,,,,,,,,,,Dongfeng/ Dfsk Glory 580 1.8Lux Cvt 2018,B2580TZV,Modalku
,,,,,,,,,,,,Nissan Serena Ct 2.0 A/T 2013,B2940STO,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gl M/T 2015,B1764FRF,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2019,B2171BYU,Modalku
,,,,,,,,,,,,Daihatsu Great New Xenia X At Dlx 2017,BP1262MD,Modalku
,,,,,,,,,,,,Honda New Freed Psd A/T 2012,B1392RY,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza E Mt 2016,G1615EC,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G At 2017,B2763BOP,Modalku
,,,,,,,,,,,,Toyota Yaris 1.5 E Mt 2012,BG1176VL,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Ult At 2017,BG1750MO,Modalku
,,,,,,,,,,,,Nissan Xtrail Xt 2.5 A/T 2006,BK1514LN,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2017,H1312QP,Modalku
,,,,,,,,,,,,Daihatsu Xenia Xi Deluxe 1.3 At 2010,B2615SXU,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gl A/T 2014,BK1701CZ,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Gls 2021,B1628DFH,Modalku
,,,,,,,,,,,,Daihatsu Gran Max Bldvn 1.3 Ac 2019,B9891NCH,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5A/T Xv 2013,B1120CMU,Modalku
,,,,,,,,,,,,Honda Mobilio E M/T 2019,N1239EE,Modalku
,,,,,,,,,,,,"Toyota Sienta 1,5 V/Cvt 2016",BK1090ACT,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2022,BK1647ADZ,Modalku
,,,,,,,,,,,,Bmw X3 Drive 2021,B157MIM,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G At 2018,BP1891DF,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2E Cvt 2023,BK1997AEJ,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.2 R At 2020,B2336TIT,Modalku
,,,,,,,,,,,,"Toyota Avanza G 1,3 Automtc 2014",B1136VFY,Modalku
,,,,,,,,,,,,Mercedes Benz Cls 350 2011,B2394STG,Modalku
,,,,,,,,,,,,Toyota Innova 2.0 E Mt 2005,B1304MK,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G At 2019,E1223RR,Modalku
,,,,,,,,,,,,Toyota New Rush 1.5 S Mt Trd 2019,F1783DI,Modalku
,,,,,,,,,,,,Honda Crv 2.0 At 2011,B1529JVC,Modalku
,,,,,,,,,,,,Nissan All New-Teana 2.5V6 At 2011,B1694TDZ,Modalku
,,,,,,,,,,,,Jeep Compass 2.4 At 2013,B1068WJD,Modalku
,,,,,,,,,,,,Toyota Rush S Vvti 1.5 A/T 2015,B2485SXF,Modalku
,,,,,,,,,,,,Toyota Rush S Vvti 1.5 M/T 2011,B1447FFW,Modalku
,,,,,,,,,,,,Kia All New Picanto At 2013,B1237TRB,Modalku
,,,,,,,,,,,,Mitsubishi Outlander Px A/T 2013,BM1716NJ,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2019,B2170KOF,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5 A/Tsv 2013,B1416CYM,Modalku
,,,,,,,,,,,,Daihatsu Terios R At 2017,B2391TVB,Modalku
,,,,,,,,,,,,Honda Brv E Cvt 2021,B2744KZB,BSS
,,,,,,,,,,,,Toyota Agya 1.0 G At 2015,B2995BFS,Modalku
,,,,,,,,,,,,Suzuki Swift Gt A/T 2011,L1784GB,Modalku
,,,,,,,,,,,,Nissan Serena Highway2.0A/T 2013,B1632FKS,Modalku
,,,,,,,,,,,,Daihatsu Xenia Li Family 2007,A1056PA,BSS
,,,,,,,,,,,,Honda Crv 2.0 At 2004,F1187NV,BSS
,,,,,,,,,,,,"Ford Ecosprt Ttnm 1,5L At 2014",L1419BBH,Modalku
,,,,,,,,,,,,Daihatsu New Xenia 1.3R Mt Dlx 2013,AD1597SF,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza E Mt 2018,B2624SYP,Modalku
,,,,,,,,,,,,Honda All New Crv Prestge At 2018,L1462ZY,Modalku
,,,,,,,,,,,,Mitsubishi T120Ss Pick Up 2018,B9735UAO,BSS
,,,,,,,,,,,,Chery Chery Omoda 5 Luxury 1.5 2023 2024,BP98,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2016,BK1393LAJ,Modalku
,,,,,,,,,,,,Suzuki Carry Pickup Ac/Ps 3Way 2019,F8368HK,BSS
,,,,,,,,,,,,Toyota New Avanza Veloz 1.5 At 2012,B1590TZO,Modalku
,,,,,,,,,,,,Daihatsu Gran Max 1.3 D Ff 2018,B1783CZE,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2019,W1847QG,Modalku
,,,,,,,,,,,,Honda Jazz Ge9 1.5 E Mt 2012,AD1800UQ,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2016,L1720BAJ,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G At 2014,K8961BH,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Ult At 2021,W1457WQ,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 At 2012,A1821YO,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2016,BM1806CO,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2016,BG1798JE,Modalku
,,,,,,,,,,,,"Honda Crv Re1 2Wd 2,4 At 2009",B1658WCY,Modalku
,,,,,,,,,,,,Honda Brio 1.2 Rs 2018,H1068RL,Modalku
,,,,,,,,,,,,Toyota Rush 1.5 Trd Sportivo/Mt 2020,BK1459ABW,Modalku
,,,,,,,,,,,,Honda Brio Satya 1.2 E Cvt 2019,B2557BIL,Modalku
,,,,,,,,,,,,Bmw 320 I 335I 2012,B2655GH,Modalku
,,,,,,,,,,,,Daihatsu Xenia Vvt-I Xi Fam 2011,B1996SOM,Modalku
,,,,,,,,,,,,Honda Civic Hb1.5 E Cvttrb 2018,B2641PFN,Modalku
,,,,,,,,,,,,Toyota Alphard 2.4 X 2014,B1278BMM,Modalku
,,,,,,,,,,,,Mitsubishi Triton Dc 2.5 Hdx4X4 2021,BM8667QC,Modalku
,,,,,,,,,,,,Toyota Avanza G 1.3 M/T 2011,B1614TOF,Modalku
,,,,,,,,,,,,Nissan Serena Highway2.0A/T 2010,N1375AAY,Modalku
,,,,,,,,,,,,Mazda Biante 2.0 At 2012,B2596TVF,Modalku
,,,,,,,,,,,,Mazda Mazda 2 Gt A/T 2015,B2472KYD,BSS
,,,,,,,,,,,,Honda City Gd8 1.5 Cbu 2005,B2521ZJ,Modalku
,,,,,,,,,,,,Toyota Avanza E M/T 2015,B1621UYU,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Dakar 4X2 At 2015,W1570VT,Modalku
,,,,,,,,,,,,Honda Civic 1.7 At 2003,B1663TBC,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G At 2022,B1128EZG,Modalku
,,,,,,,,,,,,"Toyota Vellfire 2,4 A/T 2010",S1003M,Modalku
,,,,,,,,,,,,Suzuki Ignis 1.2 Gl Ags 2018,B1691FIY,Modalku
,,,,,,,,,,,,Honda Brio Satya1.2E Atckd 2018,B2632EVD,Modalku
,,,,,,,,,,,,Honda Mobilio E-Cvt 2016,B2344BGX,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.3 At 2017,B1923BGZ,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Ult At 2019,B2705FFB,Modalku
,,,,,,,,,,,,Suzuki New Splash 1.2 A/T 2014,A1167NB,BSS
,,,,,,,,,,,,Ford Focus 2008,B1412WBC,BSS
,,,,,,,,,,,,Daihatsu Terios R At 2016,B1039PYA,BSS
,,,,,,,,,,,,Daihatsu Ayla M 1.0 Mt Ayla 1.0 M Mt 2023,DK1096SY,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2013,B2538TBG,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Ult At 2022,B1662HFK,Modalku
,,,,,,,,,,,,Mercedez Slk200 At 2010,S1284QL,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5 A/Tsv 2014,B1990EKW,Modalku
,,,,,,,,,,,,"Hyundai Grand Avega 1,4 A/T 2013",B2019TVL,Modalku
,,,,,,,,,,,,Lexus Nx 200T 2015,B2280MP,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gl Sporty A/T 2017,B2519BZI,Modalku
,,,,,,,,,,,,Nissan Serena Highway2.0A/T 2010,B2295KGT,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.2 R 2021,B1501ZKS,Modalku
,,,,,,,,,,,,Toyota Innova G Matik Solar 2023,BG1710IE,Modalku
,,,,,,,,,,,,Hyundai Stargazer 2022,B1250HKF,Modalku
,,,,,,,,,,,,Suzuki Ignis 1.2 Gx Ags 2017,L1381GF,Modalku
,,,,,,,,,,,,Daihatsu New Terios 1.5 R At 2018,B2800VVG,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gx A/T 2018,B1487COW,Modalku
,,,,,,,,,,,,Daihatsu New Xenia R A/T Dlx 2014,B1137URT,Modalku
,,,,,,,,,,,,"Daihatsu Gran Max 1,3 D 2019",D1167AIG,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2018,BM1774VO,Modalku
,,,,,,,,,,,,Daihatsu Great New Xenia X Mt Dlx 2016,B2914BKD,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2011,BP1692DQ,Modalku
,,,,,,,,,,,,Toyota Grand New Avanza 1.3G Mt 2017,H1469EP,Modalku
,,,,,,,,,,,,Nissan Serena Highway2.0A/T 2013,B1740EYJ,Modalku
,,,,,,,,,,,,Toyota Fortuner G4X2 Atlx 2012,BP1885YB,Modalku
,,,,,,,,,,,,Toyota Fortuner 2.4 Vrz 4X2 At 2019,B2400PBW,Modalku
,,,,,,,,,,,,Toyota Fortuner 2.4Vrzatdsl 2016,L1802EC,Modalku
,,,,,,,,,,,,Toyota Camry G 2.4 A/T 2010,B1991UAB,Modalku
,,,,,,,,,,,,Toyota Avanza S Vvt-I A/T 2008,BP1245DC,Modalku
,,,,,,,,,,,,Mitsubishi Grandis 2.4 Gls At Grandis 2.4 Gls At 2008,AD1242JL,Modalku
,,,,,,,,,,,,Honda Brio Satya E M/T 2020,W1263DO,Modalku
,,,,,,,,,,,,Toyota New Avanza Veloz 2014,BP1192GG,Modalku
,,,,,,,,,,,,Daihatsu New Terios 1.5 X 2019,B2909SIN,Modalku
,,,,,,,,,,,,Land Rover Range Rover 2.0 Evoque 2012,AD5BS,Modalku
,,,,,,,,,,,,Suzuki Grand Vitara 2.4 A/T 2010,B1653KJA,Modalku
,,,,,,,,,,,,Toyota Fortuner 2.4Vrzatdsl 2018,BK1086OX,Modalku
,,,,,,,,,,,,Toyota Innova G A/T Bensin 2021,B2431TRU,Modalku
,,,,,,,,,,,,Daihatsu Terios Tx M/T 2013,B1821TRB,Modalku
,,,,,,,,,,,,Suzuki Xl7 Alpa At 2021,F1750FAE,BSS
,,,,,,,,,,,,Toyota Rush S Vvti 1.5 M/T 2010,B1281TKL,Modalku
,,,,,,,,,,,,Honda Jazz Rs At 2009,B2528BT,Modalku
,,,,,,,,,,,,Honda Accord Vti L 2.4 A/T 2005,AB1353UP,Modalku
,,,,,,,,,,,,Toyota Altis G A/T M1 2011,H1604IF,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gx At Elegant 2014,B1231KZL,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E At 2020,BK1417YG,Modalku
,,,,,,,,,,,,Suzuki Swift St 1.5 A/T 2008,A1788XM,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2014,H1781VX,Modalku
,,,,,,,,,,,,Honda Jazz Ge8 S A/T 2012,B1043BZJ,Modalku
,,,,,,,,,,,,Toyota Avanza S Vvt-I A/T 2009,BP1364DK,Modalku
,,,,,,,,,,,,Daihatsu Gran Max Bldvn 1.3 Ac 2018,H8240QQ,Modalku
,,,,,,,,,,,,Honda Brio Satya1.2E Atckd 2020,B2671SRE,Modalku
,,,,,,,,,,,,Daihatsu Xenia Li Family 2007,F1767MQ,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gx M/T 2016,B1076WOR,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Dakar 4X2 At 2013,Z1206ML,Modalku
,,,,,,,,,,,,Honda Brio E M/T 2015,B1573NON,Modalku
,,,,,,,,,,,,"Toyota Avanza G 1,3 Automtc 2011",B1083UKS,Modalku
,,,,,,,,,,,,Mazda Mazda Vx 1 2013,BK1878IV,Modalku
,,,,,,,,,,,,Honda Brio S M/T 2016,BM1401SQ,Modalku
,,,,,,,,,,,,Toyota Camry 2.5 G At 2013,B1635KBQ,Modalku
,,,,,,,,,,,,Honda Mobilio E M/T 2015,BM1268TO,Modalku
,,,,,,,,,,,,"Toyota Avanza G 1,3 Automtc 2017",B2440BOX,Modalku
,,,,,,,,,,,,Toyota Agya 1.2 G Trd 2018,BK1250YB,Modalku
,,,,,,,,,,,,Toyota Rush Sptvultmo1.5Sat 2017,B2985UFH,BSS
,,,,,,,,,,,,Daihatsu Grand New Xenia 1.3 R Dlx 2019,H8697RW,Modalku
,,,,,,,,,,,,Suzuki Karimun Wgn R Ags Gs 2018,W1191RA,Modalku
,,,,,,,,,,,,"Hyundai Grand Avega 1,4 A/T 2012",B1629TGZ,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 Mt 2019,H1971DR,Modalku
,,,,,,,,,,,,Honda Freed E 1.5 A/T 2013,L1456DK,Modalku
,,,,,,,,,,,,Toyota New Avanza E 1.3 At 2014,BP1702GE,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2019,AD1886ZU,Modalku
,,,,,,,,,,,,Toyota Avanza G 1.3 M/T 2018,B2840TYA,Modalku
,,,,,,,,,,,,Suzuki Baleno Baleno Dx 2006,A1048KD,Modalku
,,,,,,,,,,,,"Honda Crv Re1 2Wd 2,4 At 2011",B2500TBR,Modalku
,,,,,,,,,,,,Toyota Etios Valco G 1.2 Mt 2013,F1897KC,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2017,L1871BAA,Modalku
,,,,,,,,,,,,Honda New Jazz Rs-Cvt 2017,AG1241VX,Modalku
,,,,,,,,,,,,Mitsubishi Single Cabin Triton 2.5 L Sc Hdx 4X4 2019,BH8192EM,Modalku
,,,,,,,,,,,,Daihatsu New Xenia 1.3 X Mt 2012,N1680CG,Modalku
,,,,,,,,,,,,"Daihatsu Gran Max Mb 1,5 Mt Acps 2019",B2325PKM,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Dakar 4X2 At 2016,A1390C,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Sport Exc 2.5 2010,BM1419JB,Modalku
,,,,,,,,,,,,Chevrolet Captiva 2.0 Fl2 At 2014,T1548AE,Modalku
,,,,,,,,,,,,Hyundai Grand I10 1.2 Glx At 2011,W1585SB,Modalku
,,,,,,,,,,,,Toyota All New Avanza 1.3 G Cvt 2023,B1326DKX,Modalku
,,,,,,,,,,,,Harrier 3.0 L At 2004,BK1309AEL,BSS
,,,,,,,,,,,,Suzuki Swift Gt A/T 2011,DK1729BZ,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2020,A1436BR,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2014,B2498KYQ,Modalku
,,,,,,,,,,,,Suzuki Ertiga Gx A/T 2018,L1814CAG,Modalku
,,,,,,,,,,,,Daihatsu Ayla X Mt 2018,A1302BF,Modalku
,,,,,,,,,,,,Honda Freed S A/T 2012,AB1146RU,Modalku
,,,,,,,,,,,,Toyota Raize 1.0 Gr Sport 2023,H1637GV,Modalku
,,,,,,,,,,,,Toyota Camry V 2.4 A/T 2009,B2543STK,Modalku
,,,,,,,,,,,,Toyota Innova 2.0 G At 2006,B8018LU,Modalku
,,,,,,,,,,,,Chevrolet Captiva 2.4L Lt 2007,B1403ZMM,Modalku
,,,,,,,,,,,,Mazda Mazda 2 Gt A/T 2015,B1650BML,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Dakar 4X2 At 2016,BK1985AKL,Modalku
,,,,,,,,,,,,Nissan X-Trail 2.0 At Cvt 2010,H1787IH,Modalku
,,,,,,,,,,,,Honda Jazz Rs At 2010,D1506MI,Modalku
,,,,,,,,,,,,Toyota Camry V 2.4 A/T 2011,S1523QR,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5 A/Tsv 2013,BP1546FQ,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2018,BG1207ZI,Modalku
,,,,,,,,,,,,Honda Mobilio E-Cvt 2014,AB1544ST,Modalku
,,,,,,,,,,,,Nissan New Livina 1.5 El 2019,B2145SRO,BSS
,,,,,,,,,,,,Toyota Avanza Luxury 1.3 Manual 2014,BG1218AO,Modalku
,,,,,,,,,,,,Honda Brv Cvt Prestige 2022,B2149KIF,Modalku
,,,,,,,,,,,,Suzuki Sx4 A/T 2011,K1658LG,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2019,B1812WZT,Modalku
,,,,,,,,,,,,Honda Mobilio E-Cvt 2014,A1084WR,Modalku
,,,,,,,,,,,,Mercedes Benz At W246 Cbu 2013,B1474SMQ,Modalku
,,,,,,,,,,,,Toyota New Avanza E 1.3 Mt 2018,B2428KKM,Modalku
,,,,,,,,,,,,Toyota Raize 1.0T Gr Cvt Two Tone 2022,BK1572WAC,Modalku
,,,,,,,,,,,,Honda City Hb 1.5 Rs Mt 2021 2021,H1552VH,Modalku
,,,,,,,,,,,,Toyota Innova V Luxury A/T 2015,G8937RP,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.2 X 2022,BG1186KP,Modalku
,,,,,,,,,,,,Daihatsu Xenia Vvt-I Xi 2010,B1304ZMG,Modalku
,,,,,,,,,,,,Suzuki Swift St 1.5 A/T 2010,F1345FF,Modalku
,,,,,,,,,,,,Honda Brio Rs 2016,BP1626JJ,Modalku
,,,,,,,,,,,,Ford Fiesta 1.6 At Sport 2011,B1274WUJ,Modalku
,,,,,,,,,,,,Wuling Confero S 1.5 C 2018,F1346YI,Modalku
,,,,,,,,,,,,Toyota Rush S Vvti 1.5 A/T 2015,S1317QN,Modalku
,,,,,,,,,,,,Toyota New Avanza G 1.3 Mt 2012,W1996TU,Modalku
,,,,,,,,,,,,Toyota Yaris 1.5 E A/T 2008,F1837HA,Modalku
,,,,,,,,,,,,Daihatsu Ayla 1.2 R At 2019,B2194BIQ,Modalku
,,,,,,,,,,,,Daihatsu Gran Max 1.5M/T D Std 2018,B9095KUF,Modalku
,,,,,,,,,,,,Honda New Jazz Rs 1.5 A/T 2016,B2253PBS,Modalku
,,,,,,,,,,,,Toyota New Avanza E 1.3 At 2017,B2055KFM,Modalku
,,,,,,,,,,,,Daihatsu New Terios 1.5 R Dlx 2019,W1458XC,Modalku
,,,,,,,,,,,,Wuling Confero 1.5 Db Mt 2023,S1256SI,Modalku
,,,,,,,,,,,,Mitsubishi Pajero Exceed 4X2 /At 2010,BK1391ZE,Modalku
,,,,,,,,,,,,Toyota Fortuner G Luxury /At Bensin 2010,BK1774HC,Modalku
,,,,,,,,,,,,Honda Jazz Ge8 At Rs 2014,BP1481CF,Modalku
,,,,,,,,,,,,Wuling Confero S 1.5 L 2018,BG1883JU,Modalku
,,,,,,,,,,,,Mitsubishi Xpander 1.5 Ult At 2019,B1237JYF,Modalku
,,,,,,,,,,,,Chevrolet Captiva 2.4L Lt At 2008,D1018KO,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E Cvt 2016,BG1630ER,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2016,BP1026JG,Modalku
,,,,,,,,,,,,Nissan Xtrail St 2.5 At 2005,H9385CK,Modalku
,,,,,,,,,,,,Audi Audi A4 1.8 At 2012,B2372SBG,Modalku
,,,,,,,,,,,,Daihatsu Sigra 1.2 R Dlx 2022,B1605HKB,Modalku
,,,,,,,,,,,,Toyota Innova Zenix V Hybrid Modelista 2022,B1032DKK,Modalku
,,,,,,,,,,,,Toyota Fortuner Fortuner 2.7 V At 2010,B1398PJB,Modalku
,,,,,,,,,,,,Nissan Serena Highway 2013,B1167PRF,Modalku
,,,,,,,,,,,,Nissan Xtrail Xt 2.5 A/T 2010,M1408HS,Modalku
,,,,,,,,,,,,Mazda Biante 2.0 At 2014,BG1171IE,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5 A/Tsv 2012,B1869TZA,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G At 2016,B1064UII,Modalku
,,,,,,,,,,,,Wuling Confero S 1.5 L 2018,B1213FIT,Modalku
,,,,,,,,,,,,Nissan Grand Livina Sv 1.5 M/T 2013,H1765GW,Modalku
,,,,,,,,,,,,Honda City Gm2 1.5 E 2009,B1028KBJ,Modalku
,,,,,,,,,,,,Toyota Altis V At 2008,AB1994YQ,Modalku
,,,,,,,,,,,,Honda New Crv 2.4 At 2016,B1662FJD,Modalku
,,,,,,,,,,,,Daihatsu New Xenia 1.3 X Mt 2014,BK1782TAB,Modalku
,,,,,,,,,,,,Honda Hr-V 1.5 E At 2018,A1821BG,Modalku
,,,,,,,,,,,,Daihatsu Grand New Xenia 1.3 R 2018,B2320FMB,Modalku
,,,,,,,,,,,,Suzuki Grand Vitara Jlx 2.0 A/T 2008,F1307MT,Modalku
,,,,,,,,,,,,Vw Polo 1.2 Tsi At 2017,N1588AX,Modalku
,,,,,,,,,,,,Wuling Almaz 1.5 T Lux Cvt 2019,BG1052O,Modalku
,,,,,,,,,,,,Toyota New Agya 1.2 G Mt 2024,BM1082DS,Modalku
,,,,,,,,,,,,Toyota Avanza Veloz 1.5 At 2016,B2041BFY,Modalku
,,,,,,,,,,,,Mazda New Mazda 2 R 1.5 A/T 2017,B2837KMR,Modalku
,,,,,,,,,,,,Suzuki Apv Gx Mt 2022,B1486DFP,Modalku
,,,,,,,,,,,,"Toyota New Camry V 2,5 A/T 2013",B2850STM,Modalku
,,,,,,,,,,,,Ford Ecosport Titanium /At 2014,BL1590AE,Modalku
,,,,,,,,,,,,Mercedes Benz E200 Cgi At 2010,B1037SAD,Modalku
,,,,,,,,,,,,Daihatsu Terios R Mt Adv 2017,H1266KL,Modalku
,,,,,,,,,,,,Nissan March 1.2L At 2012,B1525EKB,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2019,BG1540RX,Modalku
,,,,,,,,,,,,Toyota Agya 1.0 G Mt 2013,F1149ABR,Modalku
,,,,,,,,,,,,Honda New Crv 2.4 A/T Dohc 2013,N1831RW,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5A/T Xv 2017,BG1710IS,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 E 2019,R1195NJ,Modalku
,,,,,,,,,,,,Honda Brv Cvt Prestige 2016,BK1814ACH,Modalku
,,,,,,,,,,,,Toyota New Avanza Veloz 2014,BP1573GC,Modalku
,,,,,,,,,,,,Toyota Kijang Sgx Mt 2001 2001,F1419FY,Modalku
,,,,,,,,,,,,Toyota New Rush 1.5Trd Sptat 2018,B2479BYC,Modalku
,,,,,,,,,,,,Toyota Avanza E M/T 2020,BG1056TH,Modalku
,,,,,,,,,,,,Toyota Alphard 2.5 G At 2010,BG1786X,Modalku
,,,,,,,,,,,,Lexus Rx 270 Std At 2011,W1375AY,Modalku
,,,,,,,,,,,,Daihatsu Ayla M Mt 2015,A1186AC,Modalku
,,,,,,,,,,,,Toyota Etios Valco E 1.2 Mt 2015,BG1464TC,Modalku
,,,,,,,,,,,,Mercedes C C250 2016,B2362PBV,Modalku
,,,,,,,,,,,,Nissan Livina Xgear 1.5 A/T 2008,AB1095IB,Modalku
,,,,,,,,,,,,Nissan Evalia Nissan Evalia 1.5 Mt 2016,B1727ZMG,Modalku
,,,,,,,,,,,,"Honda Crv Re1 2Wd 2,4 At 2011",B1480JCV,Modalku
,,,,,,,,,,,,Daihatsu All New Xenia 1.3 X 2022,G1442FZ,Modalku
,,,,,,,,,,,,Honda City Gd 1.5 Vti Mt 2005,B1494KBB,Modalku
,,,,,,,,,,,,Toyota New Rush 1.5Trd Sptat 2020,BP1503H,Modalku
,,,,,,,,,,,,Nissan Grand Livina 1.5A/T Xv 2012,B1781SZG,Modalku
,,,,,,,,,,,,Wuling Confero 1.5 Db 2022,BG1023OY,Modalku
,,,,,,,,,,,,Daihatsu Ayla 1.2 R At 2021,F1401PE,Modalku
,,,,,,,,,,,,Toyota Camry 2.5 Hybrid 2012,BP99RV,Modalku
,,,,,,,,,,,,Toyota Calya 1.2 G 2019,BK1606MQ,Modalku
